Price,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
890000.0,Chadstone,8B Moorong St,4,h,VB,Purplebricks,4/02/2016,13.6,3148.0,4.0,3.0,2.0,288.0,158.0,2014.0,Monash,-37.8801,145.1051,Southern Metropolitan,3582.0
742500.0,Caulfield North,14/378 Dandenong Rd,2,u,S,Gary,29/04/2017,8.1,3161.0,2.0,2.0,1.0,0.0,85.0,2011.0,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923.0
850500.0,Oakleigh South,15 Druitt St,3,h,S,Buxton,27/11/2016,14.7,3167.0,3.0,1.0,2.0,531.0,118.0,1962.0,Kingston,-37.9303,145.082,South-Eastern Metropolitan,3692.0
583000.0,Dandenong,28 Ray St,4,h,SP,O'Brien,15/07/2017,24.7,3175.0,4.0,1.0,2.0,757.0,,,Greater Dandenong,-37.97369000000001,145.19714,South-Eastern Metropolitan,10894.0
2800000.0,Malvern East,19 Belson St,4,h,S,Marshall,12/11/2016,11.2,3145.0,4.0,2.0,3.0,809.0,,1925.0,Stonnington,-37.8664,145.0452,Southern Metropolitan,8801.0
753000.0,Doncaster,1/10 Madeleine St,4,u,S,Barry,13/08/2016,13.9,3108.0,3.0,1.0,1.0,241.0,105.0,1970.0,Manningham,-37.7743,145.1093,Eastern Metropolitan,9028.0
875000.0,Niddrie,17 George St,4,h,VB,Barry,14/05/2016,11.2,3042.0,4.0,3.0,1.0,321.0,,,Moonee Valley,-37.7424,144.8851,Western Metropolitan,2291.0
640000.0,Chirnside Park,54 Meadowgate Dr,3,h,SP,Barry,12/08/2017,27.1,3116.0,3.0,2.0,2.0,945.0,,,Yarra Ranges,-37.75735,145.31859,Eastern Victoria,3789.0
755000.0,Frankston South,14 Poinciana St,3,h,S,hockingstuart,1/07/2017,38.0,3199.0,3.0,1.0,2.0,786.0,174.0,1960.0,Frankston,-38.16492,145.12656,South-Eastern Metropolitan,7566.0
955500.0,Oakleigh South,41 Colin Rd,2,h,S,Ray,19/08/2017,15.5,3167.0,2.0,1.0,3.0,697.0,,,,-37.91698,145.11225,South-Eastern Metropolitan,3692.0
2000000.0,Camberwell,4 Range St,3,h,S,Jellis,12/06/2016,7.8,3124.0,3.0,1.0,2.0,821.0,105.0,1925.0,Boroondara,-37.8459,145.0644,Southern Metropolitan,8920.0
1050000.0,Williamstown,75 Cecil St,3,h,VB,Williams,29/07/2017,6.8,3016.0,3.0,1.0,0.0,179.0,115.0,1890.0,Hobsons Bay,-37.86558,144.90474,Western Metropolitan,6380.0
716000.0,Thornbury,4/2 Strettle St,2,u,S,Love,8/04/2017,6.5,3071.0,2.0,1.0,1.0,0.0,87.0,1995.0,Darebin,-37.7554,144.982,Northern Metropolitan,8870.0
1895000.0,Bentleigh,210 Centre Rd,4,h,S,Jellis,19/08/2017,11.4,3204.0,4.0,2.0,2.0,557.0,220.0,1920.0,,-37.91741,145.02873,Southern Metropolitan,6795.0
490000.0,Maidstone,21 Pullar St,3,h,SP,Jas,4/06/2016,9.2,3012.0,3.0,1.0,2.0,306.0,91.0,1960.0,Maribyrnong,-37.7838,144.8724,Western Metropolitan,3873.0
900000.0,Bentleigh East,2A Goodrich St,3,h,S,Gary,29/07/2017,13.8,3165.0,3.0,2.0,2.0,264.0,,,Glen Eira,-37.91155,145.076,Southern Metropolitan,10969.0
3695000.0,Brighton,17 McCallum St,4,h,S,Marshall,3/12/2016,11.2,3186.0,4.0,3.0,2.0,836.0,284.0,1960.0,Bayside,-37.9071,144.9898,Southern Metropolitan,10579.0
1050000.0,Yarraville,101 Roberts St,3,h,S,hockingstuart,4/06/2016,7.0,3013.0,2.0,2.0,1.0,462.0,132.0,1960.0,Maribyrnong,-37.8128,144.8695,Western Metropolitan,6543.0
587000.0,Ivanhoe,6/14 Athelstane Gr,2,u,S,Miles,12/11/2016,7.9,3079.0,2.0,1.0,1.0,721.0,78.0,1960.0,Banyule,-37.7634,145.0406,Eastern Metropolitan,5549.0
1285000.0,Doncaster,192 George St,3,h,SA,Ray,3/06/2017,12.4,3108.0,3.0,1.0,2.0,645.0,,,Manningham,-37.77969,145.14033,Eastern Metropolitan,9028.0
1450000.0,Mount Waverley,309 Waverley Rd,5,h,S,JRW,3/06/2017,14.2,3149.0,5.0,2.0,2.0,728.0,,,Monash,-37.88409,145.12368999999995,Eastern Metropolitan,13366.0
1050000.0,Vermont South,250 Hawthorn Rd,4,h,VB,Noel,17/06/2017,17.2,3133.0,4.0,2.0,2.0,651.0,187.0,1975.0,Whitehorse,-37.848420000000004,145.1816,Eastern Metropolitan,4280.0
1100000.0,Coburg,18 Loch St,3,h,S,Jellis,17/06/2017,6.7,3058.0,3.0,1.0,0.0,532.0,,,Moreland,-37.74751,144.96206,Northern Metropolitan,11204.0
1450000.0,Doncaster,19 Hanke Rd,3,h,PI,Barry,3/12/2016,13.9,3108.0,3.0,1.0,1.0,638.0,115.0,1970.0,Manningham,-37.7912,145.1248,Eastern Metropolitan,9028.0
590000.0,Southbank,4/55 Kavanagh St,2,u,S,Marshall,4/06/2016,1.2,3006.0,2.0,1.0,1.0,0.0,75.0,,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400.0
580000.0,Sunbury,11 Bannermann St,4,h,S,Raine,1/07/2017,31.7,3429.0,4.0,2.0,2.0,613.0,221.0,2011.0,Hume,-37.595009999999995,144.70068999999995,Western Metropolitan,14092.0
972500.0,Kew,2/147 Willsmere Rd,3,h,S,Jellis,16/04/2016,5.6,3101.0,3.0,2.0,2.0,0.0,,1970.0,Boroondara,-37.7925,145.0389,Southern Metropolitan,10331.0
600000.0,Port Melbourne,306/77 Nott St,2,u,PI,Chisholm,8/10/2016,3.8,3207.0,2.0,2.0,1.0,995.0,,,Port Phillip,-37.8407,144.9383,Southern Metropolitan,8648.0
835000.0,Malvern East,5/417 Wattletree Rd,2,u,S,Jellis,18/06/2016,11.2,3145.0,2.0,1.0,1.0,0.0,118.0,1930.0,Stonnington,-37.865,145.0506,Southern Metropolitan,8801.0
935000.0,Keilor East,16 Drew St,3,h,S,Nelson,4/03/2017,12.8,3033.0,3.0,1.0,2.0,662.0,,,Moonee Valley,-37.738,144.869,Western Metropolitan,5629.0
475000.0,Sunbury,19 Muirfield Dr,3,h,S,Leeburn,29/07/2017,31.7,3429.0,3.0,1.0,4.0,754.0,131.0,1985.0,Hume,-37.58442,144.75565,Western Metropolitan,14092.0
360000.0,Sunbury,1/6 Anthony St,2,u,SP,Brad,29/07/2017,31.7,3429.0,2.0,1.0,1.0,143.0,112.0,1999.0,Hume,-37.57063,144.70693,Western Metropolitan,14092.0
660000.0,Richmond,207/12 Coppin St,2,u,PI,Jellis,19/11/2016,2.6,3121.0,2.0,2.0,1.0,0.0,76.0,2013.0,Yarra,-37.8166,145.0036,Northern Metropolitan,14949.0
835000.0,Heidelberg,2/14 Edgar St,3,t,VB,hockingstuart,29/07/2017,8.9,3084.0,3.0,2.0,2.0,161.0,135.0,2010.0,Banyule,-37.74897,145.07023999999996,Eastern Metropolitan,2890.0
1800000.0,Albert Park,1 Moubray St,3,h,VB,Greg,7/11/2016,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,Port Phillip,-37.8415,144.952,Southern Metropolitan,3280.0
550000.0,Coburg,15/1 Manna Gum Ct,3,t,PI,Brace,7/05/2016,7.8,3058.0,3.0,2.0,2.0,0.0,168.0,,Moreland,-37.7372,144.9764,Northern Metropolitan,11204.0
550000.0,Frankston,24 Gretana Cr,3,h,VB,Eview,19/08/2017,38.0,3199.0,3.0,2.0,1.0,539.0,,1971.0,,-38.144059999999996,145.16352,South-Eastern Metropolitan,17055.0
1450000.0,Brunswick,41 Mountfield St,3,h,S,Jellis,20/05/2017,5.2,3056.0,3.0,1.0,2.0,304.0,,,Moreland,-37.762,144.9678,Northern Metropolitan,11918.0
940000.0,Brunswick East,6 Kingfisher Gdns,3,t,S,Nelson,4/03/2017,4.5,3057.0,3.0,1.0,2.0,213.0,116.0,1995.0,Moreland,-37.7643,144.9808,Northern Metropolitan,5533.0
650000.0,Keilor East,35/24 Craig St,3,h,S,Nelson,27/11/2016,12.8,3033.0,3.0,2.0,2.0,176.0,,,Moonee Valley,-37.7432,144.8816,Western Metropolitan,5629.0
2100000.0,Surrey Hills,1093 Riversdale Rd,3,h,VB,Jellis,1/07/2017,10.2,3127.0,3.0,1.0,9.0,841.0,124.0,1960.0,Whitehorse,-37.83729,145.10929,Southern Metropolitan,5457.0
515000.0,Meadow Heights,16 Papworth Pl,4,h,PI,RW,15/07/2017,17.4,3048.0,4.0,3.0,0.0,653.0,122.0,1985.0,Hume,-37.65155,144.91912,Northern Metropolitan,4704.0
555000.0,Brooklyn,77 Corrigan Av,2,u,S,Barlow,29/07/2017,6.4,3012.0,2.0,2.0,1.0,207.0,,,Hobsons Bay,-37.820009999999996,144.84245,Western Metropolitan,962.0
840000.0,Keilor East,14 Noga Av,3,h,VB,Whiting,15/07/2017,11.7,3033.0,3.0,1.0,2.0,575.0,138.0,1970.0,Moonee Valley,-37.743159999999996,144.87894,Western Metropolitan,5629.0
1500000.0,Malvern East,2 Bruce St,3,h,VB,Marshall,7/11/2016,11.2,3145.0,3.0,1.0,1.0,693.0,,,Stonnington,-37.884,145.0713,Southern Metropolitan,8801.0
590000.0,Brunswick,5/6 Pottery Ct,2,u,S,Woodards,24/09/2016,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland,-37.7703,144.9533,Northern Metropolitan,11918.0
3500000.0,Hawthorn East,797 Burwood Rd,5,h,VB,Jellis,18/06/2016,7.5,3123.0,4.0,2.0,2.0,1250.0,360.0,2000.0,Boroondara,-37.8245,145.0524,Southern Metropolitan,6482.0
700000.0,Heidelberg Heights,542 Waterdale Rd,2,h,VB,hockingstuart,10/12/2016,10.5,3081.0,3.0,2.0,1.0,608.0,,,Banyule,-37.7376,145.0488,Eastern Metropolitan,2947.0
770000.0,Niddrie,97 Haldane Rd,3,t,S,Frank,7/05/2016,11.2,3042.0,3.0,2.0,1.0,313.0,145.0,2011.0,Moonee Valley,-37.7335,144.8788,Western Metropolitan,2291.0
1880000.0,Kew East,44 Westbrook St,3,h,S,Jellis,15/10/2016,7.5,3102.0,3.0,1.0,2.0,836.0,,,Boroondara,-37.7951,145.053,Southern Metropolitan,2671.0
1041000.0,Bentleigh,3 Somers St,4,h,S,Woodards,22/05/2016,13.0,3204.0,4.0,2.0,1.0,292.0,,,Glen Eira,-37.9148,145.0243,Southern Metropolitan,6795.0
560000.0,North Melbourne,21/70 Oshanassy St,2,u,S,Jellis,25/02/2017,2.3,3051.0,2.0,1.0,1.0,2300.0,68.0,1975.0,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821.0
1287000.0,Yarraville,10 Tuppen St,5,h,S,hockingstuart,27/11/2016,7.0,3013.0,5.0,2.0,2.0,488.0,213.0,1930.0,Maribyrnong,-37.8131,144.8778,Western Metropolitan,6543.0
2505000.0,Surrey Hills,25 James St,5,h,S,Jellis,27/05/2017,10.2,3127.0,5.0,2.0,0.0,739.0,266.53,1927.0,Boroondara,-37.81708,145.09566,Southern Metropolitan,5457.0
1300000.0,Brighton,6/4 Dudley St,2,u,PI,Greg,11/02/2017,11.2,3186.0,2.0,2.0,2.0,0.0,,,Bayside,-37.9012,144.9878,Southern Metropolitan,10579.0
1436000.0,Aberfeldie,1 Alma St,4,h,S,Brad,3/09/2017,7.5,3040.0,4.0,3.0,3.0,511.0,187.0,1922.0,,-37.75788,144.90487,Western Metropolitan,1543.0
1126000.0,North Melbourne,72 Curzon St,2,h,SP,Nelson,27/05/2017,1.8,3051.0,2.0,1.0,0.0,114.0,65.0,1910.0,Melbourne,-37.802479999999996,144.94846,Northern Metropolitan,6821.0
771000.0,Preston,26 Lovelace St,2,h,S,hockingstuart,22/05/2016,8.8,3072.0,2.0,1.0,1.0,484.0,,,Darebin,-37.7427,145.0176,Northern Metropolitan,14577.0
680000.0,Brunswick West,2/243 Union St,2,t,VB,Nelson,15/10/2016,5.9,3055.0,2.0,1.0,1.0,0.0,82.0,1970.0,Moreland,-37.772,144.9406,Northern Metropolitan,7082.0
645000.0,Coburg,133 Rennie St,2,h,SP,Jellis,30/07/2016,7.8,3058.0,2.0,1.0,1.0,702.0,,,Moreland,-37.7517,144.9795,Northern Metropolitan,11204.0
690000.0,Greensborough,48 Duncan Av,3,h,S,Darren,15/07/2017,16.1,3088.0,3.0,1.0,1.0,540.0,,,Banyule,-37.71055,145.09593999999996,Northern Metropolitan,8524.0
465000.0,Williamstown,8/97 Verdon St,2,u,S,Raine,13/05/2017,8.0,3016.0,2.0,1.0,1.0,0.0,78.0,1970.0,Hobsons Bay,-37.8589,144.8921,Western Metropolitan,6380.0
555000.0,Windsor,5/243 Dandenong Rd,2,u,PI,Kay,28/08/2016,5.1,3181.0,2.0,1.0,1.0,0.0,,1990.0,Port Phillip,-37.8585,145.0004,Southern Metropolitan,4380.0
797000.0,Ferntree Gully,4 Parklands Cl,3,h,S,Schroeder,9/09/2017,24.8,3156.0,3.0,2.0,1.0,626.0,145.0,1995.0,,-37.89555,145.27625,Eastern Metropolitan,10788.0
771000.0,Camberwell,4/24 Seville St,2,u,S,Fletchers,8/04/2017,7.8,3124.0,2.0,1.0,1.0,512.0,,,Boroondara,-37.8434,145.0675,Southern Metropolitan,8920.0
1290000.0,Camberwell,2/4 Tyne St,3,h,VB,Jellis,27/05/2017,7.7,3124.0,3.0,2.0,2.0,321.0,195.0964,1997.0,Boroondara,-37.846270000000004,145.08366,Southern Metropolitan,8920.0
678000.0,Epping,28 Supply Dr,3,h,S,hockingstuart,19/08/2017,19.6,3076.0,3.0,1.0,2.0,553.0,,1980.0,,-37.65701,145.02621000000005,Northern Metropolitan,10926.0
1200000.0,Williamstown,20 Bates Dr,3,h,S,Williams,7/11/2016,8.0,3016.0,3.0,2.0,2.0,348.0,200.0,1997.0,Hobsons Bay,-37.8578,144.8799,Western Metropolitan,6380.0
720000.0,Keilor East,13 Wonganella Dr,3,h,SP,Brad,24/09/2016,12.8,3033.0,3.0,1.0,2.0,639.0,18.0,,Moonee Valley,-37.7334,144.8638,Western Metropolitan,5629.0
683000.0,Altona North,33 Carthy St,3,h,S,FN,4/06/2016,11.1,3025.0,3.0,1.0,2.0,534.0,167.0,1967.0,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132.0
636500.0,Caulfield South,3/180 Sycamore St,2,u,S,Woodards,8/07/2017,8.7,3162.0,2.0,1.0,1.0,0.0,,1970.0,Glen Eira,-37.89063,145.02608999999995,Southern Metropolitan,5051.0
332000.0,Thornbury,1/219 Raleigh St,1,u,SP,Harcourts,14/05/2016,6.5,3071.0,1.0,1.0,1.0,612.0,48.0,1975.0,Darebin,-37.7603,145.0165,Northern Metropolitan,8870.0
1350000.0,Oak Park,7 Cartwright St,4,h,S,Eview,4/03/2017,11.5,3046.0,4.0,2.0,2.0,590.0,237.0,,Moreland,-37.7151,144.9194,Northern Metropolitan,2651.0
740000.0,Chadstone,38 Jacana St,3,h,PI,McGrath,17/06/2017,11.7,3148.0,3.0,1.0,1.0,280.0,,2000.0,Monash,-37.884859999999996,145.10203,Southern Metropolitan,3582.0
910000.0,Newport,34 Franklin St,2,h,S,Greg,11/02/2017,8.4,3015.0,2.0,1.0,1.0,264.0,,,Hobsons Bay,-37.8469,144.8872,Western Metropolitan,5498.0
710500.0,Briar Hill,1A Campbell Rd,2,h,S,Barry,17/06/2017,16.1,3088.0,2.0,1.0,1.0,598.0,110.0,1985.0,Banyule,-37.70681,145.11731,Eastern Metropolitan,1390.0
1000000.0,Strathmore,13 Willonga St,3,h,SP,Brad,25/02/2017,9.7,3041.0,3.0,1.0,2.0,697.0,,,Moonee Valley,-37.7273,144.917,Western Metropolitan,3284.0
875000.0,Hampton East,32 Lonsdale Av,2,t,VB,Buxton,16/09/2017,13.8,3188.0,2.0,1.0,1.0,234.0,,,,-37.93522,145.02837,Southern Metropolitan,2356.0
292000.0,Hawthorn,11/140 Riversdale Rd,1,u,S,Woodards,7/11/2016,4.6,3122.0,1.0,1.0,0.0,0.0,56.0,1966.0,Boroondara,-37.8294,145.0382,Southern Metropolitan,11308.0
7650000.0,Hawthorn,49 Lisson Gr,4,h,S,Abercromby's,17/06/2017,5.3,3122.0,4.0,2.0,4.0,1690.0,284.0,1863.0,Boroondara,-37.82652,145.03052,Southern Metropolitan,11308.0
280000.0,Maidstone,14/4 Crefden St,1,u,VB,McGrath,1/07/2017,6.4,3012.0,1.0,1.0,1.0,3826.0,55.0,2009.0,Maribyrnong,-37.777570000000004,144.87232,Western Metropolitan,3873.0
1410000.0,Oakleigh South,4 Dalgan St,4,h,S,Buxton,13/05/2017,14.7,3167.0,4.0,2.0,4.0,590.0,161.0,1950.0,Monash,-37.9316,145.0821,South-Eastern Metropolitan,3692.0
418000.0,Hawthorn,5/576 Glenferrie Rd,2,u,S,Dingle,7/11/2016,4.6,3122.0,2.0,1.0,0.0,1056.0,,,Boroondara,-37.8261,145.0349,Southern Metropolitan,11308.0
535000.0,Caulfield,3/1015 Glen Huntly Rd,2,u,S,Biggin,6/05/2017,8.9,3162.0,2.0,1.0,1.0,0.0,,,Glen Eira,-37.8883,145.0342,Southern Metropolitan,2379.0
715000.0,Maidstone,27 Dunedin St,3,h,S,Burnham,3/09/2016,9.2,3012.0,3.0,1.0,1.0,576.0,128.0,1970.0,Maribyrnong,-37.7808,144.8678,Western Metropolitan,3873.0
767000.0,Bentleigh East,1/32 Elizabeth St,3,t,S,Gary,13/05/2017,13.9,3165.0,3.0,1.0,2.0,162.0,,,Glen Eira,-37.9229,145.0538,Southern Metropolitan,10969.0
855000.0,Bentleigh,1/30 Daley St,2,h,SP,Marshall,10/12/2016,13.0,3204.0,2.0,1.0,1.0,296.0,103.0,1940.0,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795.0
585500.0,Pascoe Vale,3/136 Derby St,2,t,S,Nelson,19/08/2017,8.5,3044.0,2.0,1.0,1.0,100.0,105.0,2012.0,,-37.7249,144.9474,Northern Metropolitan,7485.0
755000.0,Maidstone,47A Madden St,3,h,S,Jas,12/08/2017,6.4,3012.0,3.0,2.0,2.0,0.0,,,Maribyrnong,-37.78966,144.87821,Western Metropolitan,3873.0
990000.0,Newport,59 Ford St,3,h,S,Jas,15/07/2017,6.2,3015.0,3.0,2.0,0.0,337.0,,,Hobsons Bay,-37.84417,144.87544,Western Metropolitan,5498.0
1110000.0,Preston,21 Robeson St,4,h,S,Nelson,20/05/2017,8.8,3072.0,4.0,1.0,2.0,556.0,,1935.0,Darebin,-37.7489,144.9861,Northern Metropolitan,14577.0
690000.0,Heidelberg Heights,18 Swanston St,2,h,VB,Barry,20/05/2017,10.5,3081.0,2.0,1.0,0.0,563.0,,,Banyule,-37.7383,145.0555,Eastern Metropolitan,2947.0
2475000.0,Parkdale,63 The Corso,4,h,PI,Buxton,26/08/2017,21.5,3195.0,4.0,3.0,3.0,665.0,450.0,2016.0,,-37.99508,145.07544,South-Eastern Metropolitan,5087.0
1630000.0,Brighton,2/71 Roslyn St,4,t,SP,Biggin,25/02/2017,11.2,3186.0,4.0,2.0,2.0,432.0,196.0,2000.0,Bayside,-37.9228,145.0022,Southern Metropolitan,10579.0
1050000.0,Templestowe Lower,30 Jeffrey St,3,h,SP,Philip,27/06/2016,13.8,3107.0,3.0,1.0,2.0,727.0,,1960.0,Manningham,-37.7647,145.1051,Eastern Metropolitan,5420.0
1615000.0,Preston,17 Tynan St,4,h,S,Barry,28/05/2016,8.8,3072.0,3.0,2.0,3.0,890.0,,,Darebin,-37.7345,144.9891,Northern Metropolitan,14577.0
1350000.0,Northcote,22 Waterloo Rd,3,h,VB,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,0.0,271.0,,1910.0,Darebin,-37.7754,145.00229,Northern Metropolitan,11364.0
406000.0,Reservoir,3/963 High St,2,u,S,Barry,6/05/2017,11.2,3073.0,2.0,1.0,1.0,0.0,,,Darebin,-37.7093,145.0083,Northern Metropolitan,21650.0
1850000.0,Richmond,29 Westbank Tce,3,h,S,hockingstuart,22/08/2016,2.6,3121.0,2.0,2.0,1.0,203.0,112.0,1900.0,Yarra,-37.8214,145.0132,Northern Metropolitan,14949.0
1175000.0,Bentleigh East,4 Carmel Ct,3,h,SP,Gary,12/08/2017,13.8,3165.0,3.0,1.0,2.0,700.0,,,Glen Eira,-37.92689,145.05879,Southern Metropolitan,10969.0
870000.0,Reservoir,27 Ramleh Rd,3,h,SP,RW,9/09/2017,12.0,3073.0,3.0,1.0,2.0,741.0,,,,-37.708459999999995,145.03038999999995,Northern Metropolitan,21650.0
1751000.0,Surrey Hills,40 Grovedale Rd,4,h,S,Jellis,28/08/2016,11.2,3127.0,3.0,1.0,3.0,627.0,,,Boroondara,-37.8176,145.0941,Southern Metropolitan,5457.0
1060000.0,Kensington,42 Gower St,3,h,S,Nelson,29/07/2017,3.4,3031.0,3.0,1.0,0.0,190.0,,,Melbourne,-37.7956,144.92779,Northern Metropolitan,5263.0
741000.0,Reservoir,2 Fordham Rd,4,h,S,Ray,6/05/2017,11.2,3073.0,4.0,1.0,2.0,659.0,,,Darebin,-37.7148,145.019,Northern Metropolitan,21650.0
725000.0,Nunawading,3/61 Mount Pleasant Rd,2,u,S,Stockdale,29/07/2017,15.4,3131.0,2.0,1.0,2.0,848.0,,,Whitehorse,-37.82577,145.17896000000005,Eastern Metropolitan,4973.0
1005000.0,Keilor East,71 Nyah St,5,h,SA,Nelson,8/07/2017,11.7,3033.0,5.0,3.0,2.0,596.0,176.0,1970.0,Moonee Valley,-37.7305,144.86863,Western Metropolitan,5629.0
945000.0,Collingwood,1/78 Oxford St,2,t,S,Jellis,8/04/2017,1.6,3066.0,2.0,1.0,1.0,15900.0,98.0,1880.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553.0
1220000.0,Hawthorn East,2/28 Caroline St,3,t,S,Marshall,4/03/2017,7.5,3123.0,3.0,2.0,2.0,166.0,,1980.0,Boroondara,-37.8293,145.0456,Southern Metropolitan,6482.0
1440000.0,Ascot Vale,78 The Parade,3,h,S,Nelson,11/02/2017,5.9,3032.0,3.0,1.0,1.0,487.0,131.0,1900.0,Moonee Valley,-37.7725,144.9146,Western Metropolitan,6567.0
510000.0,Thornbury,2/305 Rossmoyne St,3,u,VB,Jellis,3/09/2016,6.5,3071.0,3.0,1.0,1.0,0.0,,,Darebin,-37.7591,145.0211,Northern Metropolitan,8870.0
1135000.0,Ascot Vale,78 Francis St,3,h,S,Brad,24/09/2016,5.9,3032.0,3.0,1.0,1.0,296.0,104.0,1910.0,Moonee Valley,-37.777,144.9176,Western Metropolitan,6567.0
1555000.0,Ashburton,3 Dunlop St,3,h,S,Jellis,4/06/2016,11.0,3147.0,3.0,2.0,2.0,731.0,149.0,1935.0,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052.0
825000.0,Avondale Heights,41 Herbert St,3,h,SP,McDonald,1/07/2017,9.5,3034.0,3.0,1.0,4.0,603.0,,,Moonee Valley,-37.76616,144.8575,Western Metropolitan,4502.0
451000.0,Elwood,4/25 Kingsley St,1,u,S,Chisholm,19/11/2016,7.7,3184.0,1.0,1.0,1.0,0.0,,1970.0,Port Phillip,-37.8895,144.9902,Southern Metropolitan,8989.0
955000.0,South Yarra,8/44 Murphy St,1,u,PI,Williams,10/12/2016,3.3,3141.0,1.0,1.0,1.0,0.0,85.0,,Stonnington,-37.8357,144.991,Southern Metropolitan,14887.0
780000.0,Heidelberg Heights,18 Francis St,2,h,S,Barry,20/05/2017,10.5,3081.0,2.0,1.0,1.0,433.0,,,Banyule,-37.7521,145.0516,Eastern Metropolitan,2947.0
2325000.0,Glen Iris,22 Renwick St,4,h,PI,Marshall,4/06/2016,9.2,3146.0,4.0,3.0,2.0,638.0,314.0,1930.0,Boroondara,-37.8523,145.0726,Southern Metropolitan,10412.0
2365000.0,Armadale,19 Glassford St,3,h,S,Marshall,18/06/2016,6.3,3143.0,3.0,2.0,1.0,316.0,,,Stonnington,-37.8521,145.019,Southern Metropolitan,4836.0
1226000.0,Richmond,4/39 Hunter St,2,u,S,hockingstuart,6/05/2017,2.6,3121.0,2.0,1.0,1.0,826.0,99.0,1996.0,Yarra,-37.821,145.0054,Northern Metropolitan,14949.0
636000.0,Box Hill,3/8 Ashted Rd,2,u,S,Philip,19/11/2016,13.1,3128.0,2.0,1.0,1.0,151.0,82.0,1970.0,Whitehorse,-37.8234,145.1235,Eastern Metropolitan,4605.0
770000.0,Altona North,4 Seventh Av,3,h,S,Greg,16/09/2017,9.4,3025.0,3.0,1.0,2.0,549.0,,,,-37.84476,144.8472,Western Metropolitan,5132.0
970000.0,Newport,91 High St,4,h,S,Greg,16/04/2016,8.4,3015.0,3.0,1.0,1.0,619.0,151.0,1915.0,Hobsons Bay,-37.839,144.8854,Western Metropolitan,5498.0
720000.0,Monbulk,21 David St,4,h,SP,Fletchers,26/08/2017,34.1,3793.0,4.0,2.0,2.0,1611.0,,,,-37.87931,145.41288,Eastern Victoria,1424.0
506000.0,Kensington,8/37 Kensington Rd,2,u,SP,Sweeney,27/11/2016,4.2,3031.0,2.0,1.0,1.0,0.0,,,Melbourne,-37.7952,144.9262,Northern Metropolitan,5263.0
1400000.0,Mordialloc,49 Jenkins St,4,h,PI,Ray,8/07/2017,21.5,3195.0,4.0,2.0,2.0,530.0,313.0,2007.0,Kingston,-38.00429000000001,145.10286000000005,South-Eastern Metropolitan,3650.0
1300000.0,Northcote,271 Heidelberg Rd,2,h,VB,Nelson,23/09/2017,5.3,3070.0,2.0,1.0,0.0,320.0,,1920.0,,-37.78398,145.01124,Northern Metropolitan,11364.0
683000.0,Melbourne,1201/565 Flinders St,2,u,S,MICM,22/04/2017,2.8,3000.0,2.0,2.0,1.0,1136.0,88.0,2009.0,Melbourne,-37.8211,144.9559,Northern Metropolitan,17496.0
1875000.0,Essendon,61 William St,3,h,SP,Jellis,29/07/2017,7.5,3040.0,3.0,1.0,2.0,828.0,,,Moonee Valley,-37.74473,144.90238,Western Metropolitan,9264.0
470000.0,St Kilda,9/285 Barkly St,1,u,VB,Chisholm,8/07/2017,5.0,3182.0,1.0,1.0,1.0,548.0,44.4,2009.0,Port Phillip,-37.87312,144.97986,Southern Metropolitan,13240.0
682000.0,Sunshine West,34 Joan St,3,h,S,Barry,26/07/2016,13.5,3020.0,3.0,1.0,1.0,694.0,155.0,1960.0,Brimbank,-37.7894,144.8027,Western Metropolitan,6763.0
640000.0,Skye,29 Edinburgh Dr,4,h,VB,hockingstuart,1/07/2017,34.7,3977.0,4.0,2.0,2.0,631.0,,,Frankston,-38.10542,145.19951,South-Eastern Metropolitan,2756.0
1365000.0,Ashwood,35 Douglas St,3,h,S,Fletchers,10/09/2016,12.2,3147.0,3.0,1.0,1.0,792.0,792.0,1950.0,Monash,-37.864000000000004,145.0972,Southern Metropolitan,2894.0
965000.0,Preston,216 Gower St,3,h,S,hockingstuart,7/11/2016,8.8,3072.0,3.0,1.0,2.0,581.0,,,Darebin,-37.7411,145.0115,Northern Metropolitan,14577.0
1265000.0,Waterways,7 Portland Pl,4,h,S,Ray,15/07/2017,21.5,3195.0,4.0,2.0,2.0,604.0,,,Kingston,-38.01347,145.12675,South-Eastern Metropolitan,709.0
1940000.0,Elsternwick,24 Clarence St,3,h,S,Biggin,20/05/2017,8.5,3185.0,3.0,2.0,2.0,439.0,,1912.0,Glen Eira,-37.891999999999996,145.0103,Southern Metropolitan,4898.0
