customer_id,level_tenure,member_score,num_promoted,account_bal,location,member_type,response
SB0000119540,63,606,0,3716,W,R,0
SB0000121474,127,704,0,3115,E,C,0
SB0000059795,155,625,0,3764,E,N,0
SB0000018260,95,677,0,3100,N,C,0
SB0000020661,175,699,0,1288,E,C,0
SB0000128833,103,710,0,975,N,,0
SB0000028065,40,636,0,3687,W,N,0
SB0000030414,107,706,0,3483,N,C,0
SB0000017189,143,708,0,3620,E,C,0
SB0000145706,60,520,0,2215,W,T,0
SB0000067233,234,664,0,3219,,,0
SB0000030905,48,724,0,3142,W,S,0
SB0000122507,67,746,0,3950,W,S,0
SB0000077539,190,718,0,2923,E,C,0
SB0000063773,234,710,0,3374,S,C,0
SB0000076699,246,760,0,3667,S,S,0
SB0000014467,99,644,0,3585,N,N,0
SB0000101545,175,661,0,3375,,C,0
SB0000025905,,520,0,3813,N,T,1
SB0000148961,155,698,0,2229,E,C,0
SB0000019897,127,739,0,3233,E,S,0
SB0000074213,103,672,0,2460,N,C,0
SB0000097573,143,673,0,3882,E,C,0
SB0000119173,83,662,0,3518,N,C,0
SB0000141879,75,582,0,3095,N,R,0
SB0000124560,175,722,0,1958,E,C,0
SB0000057809,111,520,0,1435,N,T,0
SB0000026587,91,711,0,3215,N,C,0
SB0000056537,175,520,0,-132,E,T,0
SB0000058852,210,676,0,3764,S,C,0
SB0000134876,111,687,0,2262,N,C,0
SB0000120125,123,520,0,-70,E,T,0
SB0000071632,115,699,0,3852,N,C,0
SB0000017476,171,630,0,3817,E,N,0
SB0000142543,159,677,0,3115,E,C,0
SB0000034264,115,662,0,1885,N,C,0
SB0000041264,206,520,0,3813,S,T,0
SB0000118755,107,679,0,2406,N,C,0
SB0000059824,230,520,0,2302,S,T,0
SB0000055643,91,636,0,3407,N,N,0
SB0000059520,182,520,0,2802,E,T,0
SB0000067439,103,721,0,3507,N,C,0
SB0000041483,202,629,0,3764,S,N,0
SB0000036613,103,676,0,,N,C,0
SB0000048403,103,690,0,3011,N,C,0
SB0000107644,186,754,0,2897,E,S,0
SB0000092869,127,604,0,3369,E,R,0
SB0000090697,123,693,0,3468,E,C,0
SB0000092606,167,638,0,2170,E,N,0
SB0000102560,127,688,0,2861,E,,0
SB0000106539,127,520,0,3661,E,T,0
SB0000076739,87,520,0,1537,N,T,0
SB0000058047,151,520,0,3123,E,T,0
SB0000013676,179,520,0,2464,E,T,0
SB0000115913,107,663,0,2894,N,C,0
SB0000037384,159,757,0,2761,E,S,0
SB0000144656,155,680,0,2923,E,C,0
SB0000132941,182,520,0,3378,E,T,0
SB0000082042,135,676,0,2595,E,C,0
SB0000056103,246,760,0,3616,S,S,0
SB0000028476,198,520,0,3923,E,T,0
SB0000108199,131,714,0,2997,E,C,0
SB0000061721,206,744,0,3247,S,S,0
SB0000066780,123,714,0,1356,E,C,0
SB0000040894,60,698,0,2524,W,C,1
SB0000144258,115,573,0,3336,N,R,0
SB0000046842,175,745,0,1834,E,S,0
SB0000148930,194,701,0,3380,E,C,0
SB0000138114,111,748,0,3764,N,S,0
SB0000054016,52,719,0,3908,W,C,1
SB0000102125,186,617,0,2878,E,N,0
SB0000066027,175,648,0,3219,E,N,0
SB0000091711,155,642,0,2775,E,N,0
SB0000065312,182,674,0,3070,E,C,0
SB0000139607,,626,0,2878,E,N,0
SB0000095262,171,674,0,1196,E,C,0
SB0000055095,123,671,0,2940,E,C,0
SB0000136329,127,684,0,3493,E,C,0
SB0000064517,175,750,0,2229,E,S,0
SB0000055841,151,583,0,3481,E,R,0
SB0000128114,139,655,0,3521,E,C,0
SB0000120003,246,520,0,3390,S,T,0
SB0000095332,226,717,0,3804,S,C,0
SB0000089769,36,706,0,3410,W,C,0
SB0000110106,578,583,0,3126,E,R,0
SB0000060719,190,740,0,3653,E,S,0
SB0000023192,91,730,0,3056,N,S,0
SB0000069201,171,698,0,2763,E,,0
SB0000065614,175,731,0,3262,E,S,0
SB0000024980,91,643,0,2632,N,N,0
SB0000033269,87,651,0,2816,N,N,0
SB0000135625,206,520,0,3393,S,T,0
SB0000082918,143,621,0,3233,E,N,0
SB0000061435,159,759,0,3852,E,S,0
SB0000020729,115,690,0,2524,N,C,0
SB0000124579,12,734,0,3897,W,S,0
SB0000073710,206,520,0,2398,S,T,0
SB0000085085,67,751,0,3873,W,S,0
SB0000039807,115,700,0,2701,N,C,0
SB0000026875,163,651,0,3374,E,N,0
SB0000135791,194,616,0,3962,E,R,0
SB0000108032,60,731,0,3513,W,S,0
SB0000084608,222,759,0,2592,S,S,0
SB0000019868,87,734,0,3799,N,S,0
SB0000108922,36,698,0,3920,W,C,0
SB0000120275,131,520,0,4029,E,T,0
SB0000100346,206,698,0,3559,S,,0
SB0000049074,127,648,0,3380,E,N,0
SB0000141625,179,520,0,2,E,T,0
SB0000018463,99,673,0,2863,N,C,0
SB0000013321,139,696,0,3472,E,C,0
SB0000095855,67,679,0,3852,,C,0
SB0000105040,87,583,0,3480,N,R,0
SB0000061849,151,703,0,3695,E,C,0
SB0000112158,171,594,0,3886,E,R,0
SB0000045245,131,701,0,3665,E,C,0
SB0000071299,182,648,0,3062,E,N,0
SB0000120083,40,726,0,3566,,S,0
SB0000067445,175,520,0,2262,,T,1
SB0000138462,246,760,0,9457,S,S,0
SB0000064141,60,633,0,3587,W,N,0
SB0000014976,163,721,0,3112,E,C,0
SB0000093353,143,689,0,2504,E,C,0
SB0000122816,40,688,0,3870,W,C,0
SB0000110449,139,520,0,3941,E,T,0
SB0000047410,75,628,0,3286,N,N,0
SB0000150420,151,722,0,3124,E,C,0
SB0000088066,119,520,0,-63,N,,0
SB0000076397,79,622,0,2996,N,N,0
SB0000117227,119,661,0,882,N,C,0
SB0000096111,246,520,0,1354,S,T,0
SB0000038644,159,754,0,3777,E,S,0
SB0000041157,182,670,0,2985,E,C,0
SB0000075297,163,711,0,2185,E,C,0
SB0000014191,186,520,0,2444,E,T,0
SB0000090340,32,758,0,3941,W,S,0
SB0000031826,95,653,0,2808,N,C,0
SB0000047715,,690,0,2697,E,C,0
SB0000142920,206,760,0,3852,S,S,0
SB0000071962,139,632,0,2628,E,N,0
SB0000039174,179,747,0,3768,E,S,0
SB0000094527,63,692,0,3388,W,C,0
SB0000066937,63,760,0,2878,W,S,0
SB0000146052,155,747,0,3897,E,S,0
SB0000075996,99,520,0,2931,N,T,0
SB0000129527,182,691,0,2229,E,C,0
SB0000032630,179,634,0,1775,E,N,0
SB0000021691,115,527,0,3630,N,T,0
SB0000080850,135,697,0,3233,E,C,0
SB0000130283,198,697,0,2170,E,C,0
SB0000031230,107,727,0,1816,N,,0
SB0000019666,459,520,0,1945,S,T,0
SB0000105929,111,711,0,1338,N,C,0
SB0000035150,95,529,0,3640,N,T,1
SB0000141581,198,753,0,3959,E,S,0
SB0000150873,179,520,0,3960,E,T,0
SB0000149817,52,716,0,,W,C,0
SB0000078645,175,662,0,2170,E,C,0
SB0000118485,159,670,0,3336,E,C,0
SB0000035079,238,520,0,2228,S,T,0
SB0000030042,182,711,0,,E,C,0
SB0000068658,40,520,0,2022,W,T,0
SB0000045616,155,520,0,3861,E,T,0
SB0000014794,,757,0,3641,W,S,0
SB0000123285,226,747,0,3132,S,S,0
SB0000149487,155,520,0,1184,E,T,0
SB0000104364,44,520,0,2361,W,T,0
SB0000102733,119,653,0,3233,N,C,0
SB0000099426,63,520,0,2849,W,T,0
SB0000022921,151,650,0,3766,E,N,0
SB0000131484,48,721,0,3705,W,C,0
SB0000138318,206,726,0,1686,S,S,0
SB0000013331,179,750,0,3880,E,S,0
SB0000137007,190,755,0,3764,E,S,0
SB0000086694,44,678,0,,,C,0
SB0000116481,182,693,0,3439,E,C,0
SB0000069099,32,744,0,3520,W,S,0
SB0000149488,52,729,0,3534,W,S,1
SB0000020722,186,709,0,3807,E,C,0
SB0000087284,179,759,0,3611,E,S,0
SB0000067218,139,603,0,3305,E,R,0
SB0000147581,99,622,0,3234,N,N,0
SB0000079797,163,665,0,2830,E,C,0
SB0000097352,198,520,0,3808,E,T,0
SB0000024651,115,712,0,3392,N,C,0
SB0000149961,111,697,0,3587,N,C,0
SB0000101567,87,699,0,2363,N,C,0
SB0000135901,171,642,0,1919,E,,0
SB0000048377,186,744,0,2563,E,S,0
SB0000017980,179,666,0,2436,E,C,0
SB0000014101,123,682,0,2436,E,C,0
SB0000099919,83,667,0,2893,,C,0
SB0000130211,151,635,0,3463,E,N,0
SB0000092774,103,714,0,3852,N,,0
SB0000017873,131,717,0,1787,E,C,0
SB0000064863,71,740,0,,W,S,1
SB0000075862,75,636,0,3162,N,N,0
SB0000014895,151,659,0,3115,E,,0
SB0000070152,159,665,0,3728,E,C,0
SB0000102340,127,755,0,2082,E,S,0
SB0000029767,135,678,0,2524,E,C,0
SB0000097908,91,713,0,2524,N,C,0
SB0000091615,87,648,0,2921,N,N,0
SB0000095058,143,682,0,-132,E,C,0
SB0000144498,198,520,0,1468,E,T,1
SB0000071016,159,520,0,3410,E,T,0
SB0000043519,91,684,0,3643,N,C,1
SB0000079893,163,760,0,3277,E,S,0
SB0000114704,406,727,0,3498,N,S,0
SB0000020861,20,520,0,783,W,T,0
SB0000123224,179,712,0,4029,E,C,0
SB0000041343,67,607,0,3534,W,R,1
SB0000112910,103,737,0,2967,N,S,0
SB0000114269,190,702,0,2790,E,C,0
SB0000096582,75,684,0,,N,C,0
SB0000072427,135,617,0,2775,E,N,0
SB0000021530,182,703,0,2170,E,C,0
SB0000078990,194,691,0,1001,E,C,0
SB0000073282,194,520,0,3198,E,T,0
SB0000103826,56,716,0,3852,W,C,0
SB0000063894,115,741,0,3526,N,S,0
SB0000066564,111,716,0,3277,N,C,0
SB0000143203,123,520,0,3528,E,T,0
SB0000115513,63,677,0,3041,W,C,0
SB0000132604,151,690,0,3321,E,C,0
SB0000128942,63,613,0,3115,W,R,0
SB0000029416,75,637,0,2698,N,N,0
SB0000076539,246,759,0,1344,S,S,0
SB0000019800,214,718,0,3652,S,C,0
SB0000079566,135,691,0,2229,E,C,0
SB0000030514,28,737,0,3764,W,S,1
SB0000117248,71,619,0,3587,W,N,1
SB0000062793,87,642,0,3100,N,N,0
SB0000025948,,520,0,1678,E,T,0
SB0000089719,143,760,0,3410,E,S,0
SB0000041766,214,738,0,3484,S,S,0
SB0000031631,171,704,0,3297,E,C,0
SB0000092641,214,757,0,3321,S,S,0
SB0000047398,246,760,0,3852,S,S,0
SB0000036295,206,733,0,2301,S,S,0
SB0000066184,32,589,0,3705,W,R,0
SB0000017092,167,745,0,1963,E,S,0
SB0000053737,151,711,0,2444,E,C,0
SB0000047330,198,687,0,3337,E,C,0
SB0000044721,103,669,0,3114,N,C,0
SB0000107393,155,688,0,3587,E,C,0
SB0000115411,163,520,0,3337,E,T,0
SB0000089483,179,705,0,3303,E,C,0
SB0000085198,95,520,0,2475,N,T,0
SB0000064933,222,619,0,3873,S,N,0
SB0000124806,123,668,0,2985,E,C,0
SB0000145431,135,520,0,2613,E,,0
SB0000060995,91,695,0,2819,N,C,0
SB0000120328,246,742,0,3002,S,S,0
SB0000114432,226,520,0,738,S,T,0
SB0000096924,147,676,0,2082,E,C,0
SB0000081418,103,690,0,3117,N,C,0
SB0000085346,36,714,0,3682,W,,0
SB0000089807,67,725,0,3179,W,S,0
SB0000126249,87,705,0,3291,N,C,0
SB0000150026,60,520,0,1863,W,T,0
SB0000130515,190,520,0,1769,E,T,0
SB0000106695,135,707,0,3286,E,C,0
SB0000048579,71,657,0,2967,W,C,0
SB0000127243,167,520,0,3862,E,T,0
SB0000115265,63,659,0,2750,W,C,0
SB0000136744,202,707,0,1425,S,C,0
SB0000070036,167,520,0,1755,E,T,0
SB0000061093,179,675,0,2799,E,C,0
SB0000071248,103,706,0,,N,C,0
SB0000149723,24,706,0,3708,W,C,0
SB0000033892,234,760,0,2524,S,S,0
SB0000147589,202,760,0,2127,S,S,0
SB0000038862,135,580,0,3697,E,R,1
SB0000101995,87,626,0,10244,N,N,1
SB0000116003,123,667,0,3454,E,C,0
SB0000057689,246,520,0,4041,S,T,0
SB0000026793,107,613,0,3752,N,R,1
SB0000028564,139,684,0,3594,E,C,0
SB0000106925,99,653,0,3286,N,C,1
SB0000047486,186,559,0,3357,E,R,0
SB0000138973,131,520,0,3077,E,T,0
SB0000126849,56,520,0,3364,W,T,1
SB0000044770,246,520,0,2336,S,T,0
SB0000041032,202,520,0,1306,S,T,0
SB0000050688,179,712,0,2170,E,C,0
SB0000058189,63,520,0,2742,W,T,0
SB0000076436,175,738,0,3303,E,S,0
SB0000136115,534,708,0,,E,C,0
SB0000142852,127,640,0,4074,E,N,0
SB0000050045,210,520,0,3991,S,T,0
SB0000015790,151,758,0,3705,E,S,0
SB0000129669,159,520,0,1498,E,T,0
SB0000112944,234,719,0,3764,S,C,0
SB0000148327,44,721,0,3129,W,C,0
SB0000016337,190,717,0,222,E,C,0
SB0000109954,103,520,0,1411,N,T,0
SB0000101764,,668,0,2878,E,C,1
SB0000027456,190,674,0,3799,E,C,0
SB0000069774,175,657,0,3640,E,C,0
SB0000047620,119,675,0,,N,C,0
SB0000096192,79,706,0,3498,N,C,0
SB0000012683,40,648,0,4085,W,N,1
SB0000113749,135,598,0,2701,E,R,0
SB0000048530,210,731,0,3587,S,S,0
SB0000107318,135,624,0,2524,E,N,0
SB0000058220,103,520,0,4073,N,T,0
SB0000080022,194,668,0,2061,E,C,0
SB0000097997,147,520,0,7876,E,T,0
SB0000036894,60,592,0,3233,W,R,0
SB0000113306,159,695,0,2954,E,C,0
SB0000077930,202,686,0,1373,S,C,0
SB0000063712,182,751,0,3171,E,S,0
SB0000023107,56,720,0,3806,W,C,0
SB0000102985,115,659,0,3823,N,C,0
SB0000032744,115,520,0,3934,N,T,0
SB0000043598,218,707,0,3454,S,C,0
SB0000101637,99,633,0,3693,N,N,0
SB0000081363,60,694,0,3339,W,,0
SB0000112790,182,697,0,3297,E,C,0
SB0000106413,40,520,0,,W,T,0
SB0000058106,119,715,0,2840,N,C,0
SB0000058583,87,678,0,3622,N,C,0
SB0000113625,159,716,0,3431,E,C,0
SB0000149548,131,640,0,2906,E,N,0
SB0000070819,230,520,0,3331,S,T,0
SB0000088965,36,757,0,3658,W,S,0
SB0000106396,107,520,0,3229,N,T,0
SB0000125381,103,702,0,2701,N,C,0
SB0000081760,40,736,0,3243,W,S,0
SB0000038438,67,621,0,,W,N,1
SB0000102684,234,719,0,2967,S,C,0
SB0000126488,167,626,0,2641,E,N,0
SB0000068462,83,638,0,3370,N,N,0
SB0000122832,167,520,0,2695,E,T,0
SB0000111176,107,612,0,3410,N,R,0
SB0000018874,111,551,0,3410,N,T,1
SB0000139421,,623,0,4100,S,N,0
SB0000104220,,645,0,3873,E,N,0
SB0000116033,127,706,0,2325,E,C,0
SB0000088385,139,674,0,2746,E,C,0
SB0000129744,67,706,0,8917,W,C,0
SB0000091889,171,520,0,3567,E,T,0
SB0000146336,99,656,0,3636,N,C,0
SB0000110195,143,666,0,2686,E,C,0
SB0000130599,115,680,0,2542,N,C,0
SB0000143619,107,694,0,-132,N,C,0
SB0000088046,175,651,0,3064,E,N,0
SB0000068575,127,634,0,2545,E,N,1
SB0000020750,179,520,0,,E,T,0
SB0000015502,246,736,0,2490,S,S,0
SB0000015012,36,758,0,3852,W,S,0
SB0000116276,182,755,0,3720,E,S,0
SB0000096500,119,669,0,3373,N,C,0
SB0000123335,163,701,0,2645,E,C,0
SB0000134383,48,520,0,4071,W,T,0
SB0000014146,36,637,0,2878,,N,1
SB0000068203,131,597,0,3764,E,R,0
SB0000137293,246,751,0,3144,S,S,0
SB0000123770,83,684,0,2684,N,,0
SB0000137565,190,734,0,2878,E,,0
SB0000054734,67,733,0,3398,W,S,0
SB0000121779,151,698,0,2577,E,C,0
SB0000078926,234,713,0,3576,S,C,0
SB0000069989,79,748,0,3181,N,S,0
SB0000045223,60,760,0,3941,W,S,1
SB0000044613,246,759,0,2958,S,S,0
SB0000147279,198,604,0,3498,E,R,0
SB0000068004,67,653,0,3173,W,C,0
SB0000079212,179,632,0,,E,N,0
SB0000068331,210,621,0,3941,S,N,0
SB0000124831,190,681,0,2849,E,C,0
SB0000100275,139,657,0,2976,E,C,0
SB0000140725,123,679,1,163,,,0
SB0000028654,,679,0,2639,N,C,0
SB0000141837,139,520,0,3969,E,T,0
SB0000131444,,601,0,2288,N,R,0
SB0000145396,151,520,0,3915,E,T,0
SB0000018057,123,719,0,3602,E,C,0
SB0000051583,52,670,0,2673,W,C,0
SB0000149715,222,544,0,4086,S,T,0
SB0000045700,171,657,0,3091,E,C,0
SB0000081089,115,631,0,3045,N,N,0
SB0000089909,194,738,0,2362,E,S,0
SB0000145952,238,598,0,3726,S,R,0
SB0000061805,167,520,0,2904,E,T,0
SB0000036572,91,729,0,-132,N,S,0
SB0000049182,151,728,0,2784,E,S,0
SB0000090331,115,625,0,3374,N,N,0
SB0000022417,40,558,0,4047,W,R,1
SB0000076828,135,674,0,2761,E,C,0
SB0000138169,67,722,0,4002,W,C,0
SB0000078423,218,737,0,3764,S,S,0
SB0000099761,123,520,0,,E,T,0
SB0000037235,71,520,0,2458,W,T,0
SB0000133981,135,736,1,1727,E,S,0
SB0000041389,32,712,0,3817,W,C,0
SB0000091047,87,698,0,3244,N,C,0
SB0000025276,103,629,0,3569,N,N,0
SB0000086531,139,520,0,3871,E,T,0
SB0000094941,95,593,0,2746,N,R,0
SB0000067154,139,722,0,3693,E,C,0
SB0000098386,79,692,0,,N,C,0
SB0000116627,210,520,0,-132,S,T,0
SB0000146396,210,520,0,2600,,T,0
SB0000042499,111,681,0,2822,N,C,0
SB0000031493,127,619,0,3529,,N,0
SB0000097070,155,733,0,1993,E,S,0
SB0000046651,107,632,0,3115,N,N,0
SB0000120454,99,741,0,,N,S,0
SB0000041122,111,661,0,2974,N,C,0
SB0000095309,99,656,0,3575,N,C,0
SB0000047695,87,646,0,3396,N,N,0
SB0000134406,238,520,0,1983,S,T,0
SB0000131089,151,671,0,3430,E,C,0
SB0000145787,230,520,0,1770,S,T,0
SB0000047412,63,742,0,3640,W,S,0
SB0000058013,123,600,0,3277,E,R,0
SB0000130560,210,756,0,3115,S,S,0
SB0000145537,155,747,0,1049,E,S,0
SB0000079538,175,757,0,3056,E,S,0
SB0000045389,206,652,0,2514,S,N,0
SB0000079916,79,673,0,3454,N,C,0
SB0000091996,135,758,0,-132,E,S,0
SB0000140418,127,520,0,2729,E,T,0
SB0000030701,79,732,0,1993,N,S,0
SB0000094732,83,591,0,3137,N,R,1
SB0000072874,67,650,0,3666,W,N,0
SB0000057981,246,757,0,2524,S,S,0
SB0000095331,175,655,0,2958,E,C,0
SB0000069504,91,744,0,2658,N,S,0
SB0000082168,147,698,0,9766,E,C,0
SB0000113967,,684,0,3764,W,C,0
SB0000140415,246,728,0,3174,S,S,0
SB0000071549,238,520,0,4014,S,T,0
SB0000144056,143,688,0,3585,E,C,0
SB0000047566,115,716,0,2347,N,C,0
SB0000076995,111,642,0,3233,N,N,0
SB0000134324,,728,0,3303,S,S,0
SB0000065936,119,672,0,3117,N,C,0
SB0000141619,143,687,0,2932,E,C,0
SB0000050995,44,658,0,3587,W,C,1
SB0000119563,182,712,0,2889,E,C,0
SB0000141855,246,760,0,3779,S,S,0
SB0000073006,123,529,0,3339,E,T,0
SB0000066306,246,680,0,3728,S,C,0
SB0000113469,95,592,0,3764,N,R,0
SB0000043935,131,702,0,2250,E,C,0
SB0000120646,99,666,0,-132,N,C,0
SB0000116162,147,637,0,3184,E,N,0
SB0000074530,167,686,0,2082,E,C,0
SB0000070616,107,705,0,3427,N,C,0
SB0000014385,16,759,0,3809,W,S,0
SB0000022726,238,520,0,999,S,T,0
SB0000119886,135,760,0,3779,E,S,0
SB0000013386,75,669,0,2302,N,C,0
SB0000038385,182,662,0,2087,E,,0
SB0000037087,56,520,0,-132,W,T,0
SB0000049425,36,654,0,3957,W,C,1
SB0000076392,107,758,0,3764,N,S,0
SB0000023303,60,686,0,3823,W,C,0
SB0000073873,60,731,0,3587,W,S,1
SB0000127151,163,520,0,2531,E,T,0
SB0000040823,143,520,0,2238,E,T,0
SB0000119445,218,665,0,3658,S,C,0
SB0000025983,198,520,0,4047,E,T,0
SB0000016999,107,656,0,2687,N,C,0
SB0000015028,56,520,0,3170,W,T,1
SB0000125970,167,520,0,3658,E,T,0
SB0000034052,63,642,0,3648,W,N,0
SB0000047686,56,760,0,3956,W,S,1
SB0000037266,123,727,0,3516,E,S,0
SB0000082865,83,690,0,3046,N,C,0
SB0000059887,206,520,0,3903,S,T,0
SB0000102999,87,673,0,3059,N,C,0
SB0000015750,206,664,0,3601,S,C,0
SB0000074594,175,520,0,3526,E,T,0
SB0000070967,48,758,0,3926,W,S,0
SB0000030875,75,672,0,3498,N,C,0
SB0000112577,115,608,0,3203,N,R,0
SB0000150837,182,520,0,2058,E,T,0
SB0000107529,60,733,0,3093,W,S,0
SB0000013561,107,712,0,3074,N,C,0
SB0000124075,143,671,0,1639,E,C,0
SB0000025701,210,732,0,3360,S,S,0
SB0000012498,179,520,0,2848,E,T,0
SB0000041410,99,714,0,3855,N,C,0
SB0000103968,175,716,0,1846,E,C,0
SB0000091051,87,594,0,3681,N,R,0
SB0000129155,91,725,0,3445,N,S,1
SB0000139581,139,520,0,2345,E,T,0
SB0000046422,111,629,0,3384,N,N,0
SB0000128460,127,673,0,1654,E,C,0
SB0000021771,75,646,0,1442,N,N,0
SB0000025412,230,754,0,3926,S,S,0
SB0000068620,111,701,0,3891,N,C,0
SB0000142805,218,520,0,2473,S,,0
SB0000117672,119,698,0,3728,N,C,0
SB0000096611,95,520,0,3756,N,T,0
SB0000059557,167,679,0,3336,E,C,0
SB0000124711,127,714,0,10641,E,C,1
SB0000069210,75,653,0,3188,N,C,0
SB0000085370,111,520,0,4068,N,T,0
SB0000080127,131,692,0,3666,E,C,0
SB0000035176,44,520,0,3252,W,T,0
SB0000028033,171,520,0,172,E,,0
SB0000054501,123,677,0,2347,E,C,0
SB0000093292,222,664,0,2903,S,C,0
SB0000122751,139,719,0,2808,E,,0
SB0000087041,159,662,0,3198,E,C,0
SB0000021744,71,649,0,3728,,N,0
SB0000059879,127,662,0,2666,E,C,0
SB0000091815,103,543,0,4000,N,T,0
SB0000132815,190,520,0,2795,E,T,0
SB0000029600,28,760,0,2944,W,S,0
SB0000134708,246,760,0,3693,S,,0
SB0000015552,147,712,0,3086,E,C,0
SB0000046363,210,707,0,2524,S,C,0
SB0000140238,95,699,0,2808,N,C,0
SB0000023406,182,720,0,2722,E,C,0
SB0000099494,91,520,0,4027,N,T,0
SB0000111786,246,760,0,-132,S,S,0
SB0000144158,218,630,0,3941,S,N,0
SB0000103086,210,647,0,2672,S,N,0
SB0000074365,186,636,0,2258,E,N,0
SB0000033746,79,657,0,3498,N,C,0
SB0000104183,63,520,0,3542,W,T,1
SB0000053140,123,758,0,3935,E,S,0
SB0000115291,115,689,0,3387,N,C,0
SB0000112270,163,520,0,1652,E,T,0
SB0000143597,83,692,0,3233,N,C,0
SB0000100410,79,694,0,2524,N,C,0
SB0000142882,147,520,0,2398,E,T,0
SB0000125506,75,520,0,794,N,T,0
SB0000137886,167,520,0,3264,E,T,0
SB0000115488,194,646,0,3748,E,,0
SB0000132538,28,651,0,3897,W,,1
SB0000130768,143,666,0,,E,C,0
SB0000057870,163,722,0,2170,E,C,0
SB0000128894,91,682,0,3570,N,C,0
SB0000109062,40,713,0,3823,W,C,0
SB0000024873,182,724,0,1462,E,S,0
SB0000116828,151,520,0,3572,,T,0
SB0000081155,111,623,0,2713,N,N,0
SB0000070106,159,704,0,2875,E,C,0
SB0000130338,175,520,0,1077,E,T,0
SB0000029568,163,520,0,4091,E,T,0
SB0000122798,71,620,0,2598,W,N,0
SB0000020689,87,586,0,3463,N,R,0
SB0000104892,175,659,0,3649,E,C,0
SB0000072608,36,737,0,3220,W,S,0
SB0000132852,103,739,0,3684,N,S,0
SB0000013448,119,731,0,603,N,S,0
SB0000025661,143,675,0,3501,E,C,0
SB0000031898,179,649,0,2928,E,N,0
SB0000127227,91,520,0,2485,N,T,0
SB0000109220,246,690,0,2967,S,C,0
SB0000076774,,520,0,3707,N,T,1
SB0000041100,87,588,0,2861,N,R,0
SB0000038746,135,520,0,1567,E,T,0
SB0000071918,190,520,0,4093,E,T,0
SB0000017566,139,520,0,2192,E,T,0
SB0000088084,218,520,0,3978,S,T,0
SB0000115473,214,616,0,3682,S,R,0
SB0000125065,230,520,0,3847,S,T,0
SB0000080638,139,641,0,2657,E,N,0
SB0000137884,107,628,0,3303,N,N,0
SB0000105808,91,742,0,-132,N,S,0
SB0000012956,60,703,0,3792,W,C,1
SB0000116784,16,752,0,4083,W,S,0
SB0000104809,163,673,0,3764,E,C,0
SB0000115768,143,701,0,1267,E,C,0
SB0000113808,159,520,0,3321,E,T,0
SB0000032878,95,540,0,3870,N,T,0
SB0000126560,103,674,0,3169,N,C,0
SB0000132873,107,599,0,,N,R,0
SB0000121843,175,617,0,3233,E,N,0
SB0000085021,52,624,0,2938,W,N,1
SB0000079051,111,650,0,7295,N,N,1
SB0000149684,115,520,0,3406,N,T,0
SB0000016401,103,722,0,-132,N,C,0
SB0000092861,155,700,0,1940,E,C,0
SB0000143658,135,520,0,4083,E,T,0
SB0000111405,175,520,0,207,E,T,0
SB0000055875,159,520,0,3108,E,T,0
SB0000122613,448,686,0,2037,E,C,0
SB0000039520,143,556,0,3587,E,R,0
SB0000072131,79,672,0,3708,N,C,0
SB0000111353,36,741,0,3852,W,S,0
SB0000041911,52,712,0,3115,W,C,0
SB0000080171,107,697,0,1192,N,C,0
SB0000129029,182,520,0,2145,E,T,0
SB0000084005,119,520,0,2586,N,T,0
SB0000014520,143,702,0,2524,E,,0
SB0000141615,44,728,0,3056,W,S,0
SB0000101473,139,520,0,1322,E,T,0
SB0000068345,,699,0,2943,E,C,0
SB0000120829,190,658,0,3408,E,C,0
SB0000067949,139,702,0,3445,E,C,0
SB0000138889,99,668,0,2666,N,C,0
SB0000082221,115,520,0,1755,N,,0
SB0000020668,107,520,0,3982,N,T,0
SB0000091929,175,760,0,3720,E,S,0
SB0000099630,143,669,0,1646,E,,0
SB0000147596,175,520,0,1901,E,T,0
SB0000100407,83,642,0,3233,N,N,0
SB0000024954,111,638,0,3082,N,N,0
SB0000041771,115,677,0,2819,N,C,0
SB0000073076,218,520,0,571,S,T,0
SB0000149875,175,710,0,3410,E,C,0
SB0000107341,127,677,0,2772,E,C,0
SB0000027124,194,520,0,2415,E,T,0
SB0000036445,147,656,0,2096,E,C,0
SB0000151037,32,742,0,3144,W,,0
SB0000078994,198,748,0,4012,E,S,0
SB0000122700,91,719,0,10170,N,C,0
SB0000066514,,540,0,3941,E,T,1
SB0000147825,40,520,0,3043,W,T,0
SB0000139789,95,520,0,1600,N,T,0
SB0000127645,155,642,0,3445,E,N,0
SB0000121347,246,577,0,4065,S,R,0
SB0000039801,167,734,0,2109,E,S,0
SB0000131586,163,704,0,2003,E,C,0
SB0000019011,91,706,0,3472,N,C,0
SB0000065292,75,641,0,3711,N,N,0
SB0000100233,159,678,0,2963,E,C,0
SB0000032927,198,694,0,3746,E,C,0
SB0000070295,119,725,0,1639,N,S,0
SB0000021133,115,520,0,3837,N,T,1
SB0000143759,163,650,0,2878,E,N,0
SB0000087470,131,712,0,-132,E,C,0
SB0000089530,190,747,0,2471,E,S,0
SB0000043815,131,599,0,3658,E,R,0
SB0000047521,79,725,0,3410,N,S,0
SB0000128491,155,632,0,3409,E,N,0
SB0000035468,159,576,0,2244,E,R,0
SB0000121536,246,520,0,1867,S,T,0
SB0000045114,214,520,0,2047,S,T,0
SB0000020152,60,716,0,1639,W,C,0
