median_house_value,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
12.520883385370206,-117.66,33.61,21.0,1932.0,266.0,860.0,286.0,7.1497,<1H OCEAN
12.071397742203573,-120.95,37.62,11.0,4981.0,814.0,1934.0,686.0,3.7041,INLAND
12.965709567358951,-118.43,34.04,42.0,2725.0,569.0,1115.0,516.0,4.5833,<1H OCEAN
11.350406535472453,-121.61,39.76,31.0,2431.0,512.0,1026.0,427.0,2.5428,INLAND
12.886894176399482,-122.23,37.45,34.0,4177.0,723.0,1586.0,660.0,5.0457,NEAR OCEAN
13.122365377402328,-118.12,34.11,52.0,2787.0,353.0,1057.0,364.0,10.2317,<1H OCEAN
12.406152257245832,-121.25,38.67,14.0,6155.0,1034.0,2407.0,941.0,4.2262,INLAND
12.219975550699164,-117.99,33.9,33.0,2161.0,383.0,1235.0,383.0,5.6454,<1H OCEAN
11.751154653702478,-124.09,40.92,12.0,2497.0,491.0,1153.0,462.0,2.8182,NEAR OCEAN
10.768484990022733,-115.8,33.26,2.0,96.0,18.0,30.0,16.0,5.3374,INLAND
12.791356180214175,-118.05,33.78,25.0,2356.0,330.0,937.0,326.0,6.6264,<1H OCEAN
11.864989796351278,-121.01,37.7,12.0,9148.0,1906.0,4656.0,1853.0,3.2447,INLAND
11.885867381372833,-117.06,32.71,11.0,2397.0,523.0,1566.0,514.0,3.8687,NEAR OCEAN
12.559542458519958,-122.03,37.55,22.0,9167.0,1373.0,4319.0,1404.0,6.992000000000001,NEAR BAY
12.156882401339402,-122.04,37.53,34.0,2316.0,478.0,1524.0,467.0,3.7364,NEAR BAY
12.153726165157964,-121.27,38.66,15.0,2642.0,520.0,1032.0,475.0,4.1382,INLAND
12.187908674902502,-118.77,34.27,7.0,3074.0,794.0,1816.0,654.0,2.7137,<1H OCEAN
12.122691036591123,-122.3,37.97,30.0,4030.0,772.0,1777.0,718.0,3.6393,NEAR BAY
12.757368201849877,-118.19,33.83,30.0,2246.0,552.0,1032.0,548.0,3.5871,NEAR OCEAN
11.831379196088763,-117.08,33.12,43.0,107.0,44.0,107.0,48.0,0.7054,<1H OCEAN
13.122365377402328,-118.4,33.87,45.0,2181.0,505.0,965.0,471.0,5.3816,<1H OCEAN
13.071070083016778,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,<1H OCEAN
12.15950500971384,-117.7,33.59,11.0,8039.0,1717.0,3445.0,1571.0,4.1678,<1H OCEAN
11.518907536647776,-124.15,40.76,24.0,2858.0,511.0,1388.0,512.0,3.375,NEAR OCEAN
12.775638764318764,-118.05,33.78,25.0,3112.0,435.0,1098.0,401.0,6.0,<1H OCEAN
12.516494204951444,-117.82,33.72,24.0,3260.0,458.0,1383.0,442.0,6.5987,<1H OCEAN
11.704371929541184,-117.06,33.02,24.0,830.0,190.0,279.0,196.0,1.9176,<1H OCEAN
11.626254150277232,-118.25,33.97,37.0,794.0,210.0,814.0,213.0,2.2917,<1H OCEAN
12.443513501545208,-121.95,37.94,27.0,1469.0,216.0,578.0,219.0,5.9346,INLAND
12.705028096725677,-118.29,33.8,21.0,9944.0,1623.0,4185.0,1582.0,4.526,<1H OCEAN
11.751154653702478,-122.28,37.83,52.0,3108.0,813.0,1623.0,765.0,2.6997,NEAR BAY
11.388495386592052,-117.29,34.17,35.0,4174.0,847.0,2127.0,778.0,3.2232,INLAND
11.63691144475122,-120.72,38.94,10.0,1604.0,352.0,540.0,190.0,3.7625,INLAND
11.36558487707152,-121.3,38.75,36.0,3903.0,885.0,2313.0,804.0,2.655,INLAND
11.686878772093667,-117.45,34.13,16.0,5058.0,965.0,3388.0,878.0,3.6417,INLAND
12.072541252905651,-121.19,37.81,8.0,4019.0,857.0,1959.0,782.0,2.7321,INLAND
12.974791012937192,-118.38,34.08,52.0,1479.0,360.0,652.0,346.0,2.945,<1H OCEAN
11.953757716915684,-121.31,38.28,16.0,1708.0,391.0,687.0,378.0,1.9485,INLAND
12.71949489514343,-118.37,33.88,27.0,1688.0,331.0,811.0,327.0,4.5357,<1H OCEAN
11.379394072345706,-122.35,40.57,22.0,589.0,97.0,338.0,107.0,3.2639,INLAND
11.667361818274648,-122.33,40.52,23.0,2801.0,507.0,1318.0,454.0,3.5081,INLAND
12.75390499492526,-122.04,37.3,25.0,2366.0,417.0,1076.0,398.0,6.9238,<1H OCEAN
12.121603488903723,-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,NEAR BAY
12.752747922189862,-116.57,33.64,10.0,489.0,82.0,183.0,74.0,6.2702,INLAND
11.616384173338458,-120.98,37.79,20.0,2458.0,491.0,1227.0,481.0,2.7857,INLAND
11.736069016284437,-119.36,35.55,29.0,510.0,84.0,236.0,73.0,2.7,INLAND
11.896144964131073,-117.04,32.8,11.0,1802.0,440.0,630.0,428.0,2.0337,<1H OCEAN
11.522875795823397,-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,INLAND
12.445876637737491,-122.75,38.54,6.0,6719.0,1016.0,2699.0,997.0,5.4886,<1H OCEAN
11.801856756822442,-118.36,34.03,43.0,1690.0,379.0,1017.0,359.0,2.1078,<1H OCEAN
11.203679214602607,-122.08,37.87,26.0,2405.0,564.0,680.0,531.0,2.4896,NEAR BAY
12.50358127879969,-122.21,38.28,35.0,1273.0,210.0,555.0,181.0,4.4861,NEAR BAY
12.47265875468722,-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,5.9094,<1H OCEAN
12.38964342172456,-118.54,34.18,25.0,1938.0,457.0,1280.0,425.0,3.9632,<1H OCEAN
12.89921982609012,-118.44,34.01,43.0,1408.0,246.0,651.0,240.0,4.5795,<1H OCEAN
11.095893720490599,-121.28,37.91,31.0,820.0,179.0,576.0,155.0,1.69,INLAND
12.130270932113891,-118.37,34.17,15.0,3327.0,1011.0,2683.0,857.0,2.3784,<1H OCEAN
13.122365377402328,-118.34,34.06,52.0,1314.0,170.0,629.0,214.0,7.1669,<1H OCEAN
11.130199843831553,-122.18,40.02,30.0,1952.0,397.0,961.0,333.0,2.25,INLAND
11.798856004383204,-121.28,38.1,13.0,2432.0,586.0,1441.0,606.0,2.5556,INLAND
12.756503523888524,-122.28,37.9,52.0,2261.0,328.0,819.0,335.0,4.9083,NEAR BAY
12.16472968199579,-121.48,38.55,52.0,2216.0,333.0,714.0,327.0,4.8603,INLAND
11.939499536288627,-122.29,38.32,23.0,4312.0,993.0,2317.0,934.0,2.7667,NEAR BAY
10.925938480238674,-119.08,36.22,28.0,1606.0,320.0,1158.0,317.0,3.0324,INLAND
12.21552780430093,-121.05,38.97,12.0,3676.0,550.0,1572.0,510.0,4.8214,INLAND
13.122365377402328,-118.46,34.01,46.0,1379.0,239.0,688.0,269.0,6.8901,<1H OCEAN
11.630708500626612,-121.44,37.74,25.0,456.0,116.0,370.0,106.0,3.1319,INLAND
12.72069106753486,-117.81,33.77,31.0,4624.0,624.0,1852.0,635.0,7.2392,<1H OCEAN
12.760819456354092,-118.83,34.18,23.0,5647.0,786.0,2050.0,738.0,6.3586,<1H OCEAN
12.662230867953856,-121.92,37.64,46.0,1280.0,209.0,512.0,208.0,5.1406,INLAND
12.95465453297822,-121.89,37.44,8.0,2534.0,,1527.0,364.0,7.8532,<1H OCEAN
11.404226048046887,-118.28,33.94,38.0,637.0,204.0,679.0,162.0,1.5714,<1H OCEAN
11.750366320985263,-118.16,34.69,35.0,3114.0,583.0,1974.0,545.0,3.9028,INLAND
12.312682380588432,-121.67,36.67,24.0,3071.0,544.0,1477.0,560.0,3.9219,<1H OCEAN
11.984802338597644,-117.98,34.06,33.0,1353.0,228.0,1079.0,237.0,4.5417,<1H OCEAN
12.37960569629105,-117.66,33.65,13.0,8527.0,1364.0,4597.0,1393.0,6.2242,<1H OCEAN
11.268302881978894,-117.23,34.11,33.0,2170.0,500.0,1425.0,472.0,2.0133,INLAND
13.071070083016778,-122.44,37.78,52.0,2911.0,753.0,1696.0,676.0,2.5721,NEAR BAY
11.871997533508683,-118.22,33.99,6.0,1499.0,437.0,1754.0,447.0,4.3164,<1H OCEAN
11.624466839703135,-118.24,33.97,43.0,1357.0,349.0,1657.0,331.0,2.0819,<1H OCEAN
13.017002861746503,-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,<1H OCEAN
12.382124589310534,-117.88,33.84,26.0,1499.0,290.0,755.0,277.0,3.5893,<1H OCEAN
12.022750588402635,-117.11,32.82,16.0,4241.0,892.0,1771.0,864.0,4.375,NEAR OCEAN
12.859959112136817,-119.28,34.27,43.0,403.0,77.0,156.0,85.0,4.6667,NEAR OCEAN
11.964637824243713,-118.41,34.25,18.0,3447.0,857.0,3663.0,817.0,3.2284,<1H OCEAN
11.946005740111366,-118.22,34.08,31.0,394.0,117.0,573.0,131.0,1.8173,<1H OCEAN
12.28071618852594,-121.8,37.69,17.0,3956.0,639.0,2222.0,662.0,5.4324,INLAND
12.023951068738885,-118.34,33.99,34.0,397.0,132.0,250.0,121.0,1.675,<1H OCEAN
13.122365377402328,-121.74,37.19,11.0,1290.0,197.0,881.0,191.0,4.2039,<1H OCEAN
13.088392857833176,-118.11,34.19,50.0,1430.0,186.0,620.0,201.0,9.532,INLAND
11.908340237224891,-118.17,34.07,37.0,1155.0,225.0,814.0,241.0,3.875,<1H OCEAN
11.740061037553975,-121.37,38.55,21.0,2713.0,432.0,1287.0,440.0,4.5815,INLAND
11.53956739591665,-117.19,34.06,21.0,6107.0,1559.0,2805.0,1444.0,2.5643,INLAND
11.535664951939717,-121.84,39.76,14.0,2351.0,620.0,1215.0,548.0,2.3155,INLAND
11.822613617684624,-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,<1H OCEAN
12.141534124392603,-117.71,33.58,2.0,2530.0,562.0,1066.0,510.0,4.6336,<1H OCEAN
10.920528187510426,-119.63,36.58,22.0,1794.0,435.0,1127.0,359.0,1.2647,INLAND
12.782405071498284,-121.89,37.23,16.0,3574.0,466.0,1503.0,487.0,8.1988,<1H OCEAN
12.050587742689778,-121.52,38.53,30.0,3377.0,623.0,1289.0,594.0,3.5737,INLAND
11.682668239557323,-117.37,34.13,17.0,2681.0,470.0,1621.0,459.0,3.875,INLAND
11.159103590013903,-117.27,34.12,27.0,2896.0,684.0,1514.0,668.0,1.462,INLAND
12.1463226411244,-120.95,37.66,16.0,4478.0,647.0,1990.0,672.0,5.1473,INLAND
13.122365377402328,-118.37,34.06,52.0,2402.0,506.0,878.0,464.0,4.0217,<1H OCEAN
11.991641034817986,-117.91,33.83,37.0,1039.0,260.0,719.0,243.0,3.0288,<1H OCEAN
12.176643834839362,-122.31,37.94,38.0,2172.0,403.0,945.0,384.0,4.3958,NEAR BAY
11.554067408301403,-121.41,38.6,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,INLAND
11.683511765545763,-119.3,36.3,14.0,3023.0,469.0,1523.0,492.0,5.3602,INLAND
11.222573163962569,-117.71,33.6,25.0,3011.0,714.0,893.0,654.0,2.3387,<1H OCEAN
12.047076914039716,-118.55,34.19,18.0,5862.0,,3161.0,1280.0,3.1106,<1H OCEAN
12.568978139219542,-118.28,33.68,8.0,2842.0,522.0,1624.0,510.0,3.7282,NEAR OCEAN
11.49781182716018,-118.27,33.95,29.0,1579.0,351.0,1056.0,322.0,2.3056,<1H OCEAN
12.028141437037512,-118.09,33.92,36.0,847.0,185.0,713.0,194.0,4.8542,<1H OCEAN
11.479368681441386,-118.23,33.93,35.0,1149.0,277.0,909.0,214.0,1.7411,<1H OCEAN
12.998386197584617,-122.46,37.78,52.0,2632.0,542.0,1364.0,544.0,3.4605,NEAR BAY
12.53285523160387,-117.88,33.9,21.0,3180.0,434.0,1413.0,391.0,6.5945,<1H OCEAN
11.146200185177994,-117.02,34.89,29.0,3111.0,661.0,1530.0,608.0,2.8281,INLAND
12.873902018105829,-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,NEAR OCEAN
11.394141928980261,-118.23,33.9,28.0,1108.0,284.0,1498.0,289.0,2.4706,<1H OCEAN
12.345834587905333,-118.35,33.9,32.0,1056.0,225.0,565.0,231.0,3.9485,<1H OCEAN
11.951180395901384,-118.18,33.9,25.0,1709.0,442.0,1177.0,410.0,2.4333,<1H OCEAN
11.911030218672101,-122.12,37.68,35.0,1958.0,484.0,1146.0,448.0,2.95,NEAR BAY
12.5039525429584,-121.98,37.27,25.0,3075.0,564.0,1633.0,543.0,5.2528,<1H OCEAN
11.616384173338458,-117.74,34.05,27.0,852.0,237.0,1024.0,221.0,2.1141,INLAND
12.318954802586846,-118.13,33.81,37.0,1228.0,237.0,572.0,242.0,4.325,<1H OCEAN
12.197031900878025,-118.33,33.96,42.0,2084.0,517.0,1062.0,451.0,2.0057,<1H OCEAN
12.00944930402536,-122.16,37.76,46.0,1827.0,307.0,881.0,302.0,4.6696,NEAR BAY
12.553202176625375,-121.98,37.29,33.0,2120.0,349.0,907.0,336.0,7.5443,<1H OCEAN
12.684168444673245,-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824,<1H OCEAN
11.491701828518602,-122.25,38.11,52.0,2846.0,705.0,1519.0,620.0,2.1976,NEAR BAY
12.369890730759568,-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901,<1H OCEAN
11.982929094215963,-122.87,38.62,52.0,1514.0,348.0,767.0,354.0,2.1903,<1H OCEAN
12.358793732547838,-121.14,38.82,22.0,1816.0,278.0,832.0,278.0,5.07,INLAND
11.90564300025589,-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,NEAR OCEAN
12.322521458173421,-117.93,33.94,28.0,3664.0,719.0,1820.0,657.0,4.225,<1H OCEAN
11.951180395901384,-116.18,33.69,17.0,89.0,19.0,79.0,21.0,2.375,INLAND
12.004568269319446,-121.87,37.38,16.0,1050.0,245.0,722.0,228.0,4.5187,<1H OCEAN
12.408196829620309,-117.72,33.54,13.0,4866.0,812.0,1909.0,733.0,4.9821,<1H OCEAN
12.141534124392603,-117.34,33.16,24.0,1006.0,277.0,610.0,246.0,2.25,NEAR OCEAN
13.122365377402328,-122.14,37.45,48.0,2074.0,297.0,700.0,279.0,8.7051,NEAR BAY
11.241116741674738,-118.97,35.4,34.0,1859.0,323.0,854.0,309.0,3.1906,INLAND
12.851079450762183,-117.76,33.48,38.0,3832.0,809.0,1332.0,636.0,5.0044,<1H OCEAN
13.122365377402328,-121.99,37.25,25.0,1743.0,212.0,604.0,200.0,10.7582,<1H OCEAN
13.024530017055566,-122.55,37.9,34.0,1431.0,224.0,503.0,220.0,7.9606,NEAR BAY
12.03883672615426,-117.97,33.87,28.0,1784.0,440.0,1255.0,433.0,3.7054,<1H OCEAN
11.48246625748552,-118.27,33.98,39.0,2062.0,588.0,1933.0,570.0,1.3801,<1H OCEAN
12.967579163603462,-122.45,37.78,48.0,1013.0,194.0,464.0,205.0,3.2011,NEAR BAY
12.759095317995953,-117.28,33.02,21.0,2736.0,585.0,1251.0,576.0,4.2356,NEAR OCEAN
12.546465756894623,-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601,NEAR OCEAN
12.424806488355683,-121.95,37.54,29.0,3517.0,645.0,1724.0,585.0,4.6641,<1H OCEAN
10.975071168816319,-122.1,40.03,25.0,2516.0,,1266.0,494.0,1.7566,INLAND
12.467667383218636,-117.29,33.1,6.0,6091.0,1018.0,2064.0,957.0,5.1837,NEAR OCEAN
11.420810176062423,-117.33,33.22,21.0,2868.0,602.0,855.0,559.0,2.7846,NEAR OCEAN
13.122365377402328,-118.44,33.96,33.0,2799.0,491.0,978.0,447.0,5.6435,<1H OCEAN
11.229235413787984,-122.38,40.54,36.0,1216.0,240.0,647.0,228.0,2.6944,INLAND
12.174581978438804,-121.89,37.35,44.0,2019.0,615.0,1243.0,518.0,2.0549,<1H OCEAN
11.71831229469518,-118.2,34.03,52.0,1754.0,452.0,1849.0,445.0,2.3716,<1H OCEAN
11.721564330081556,-118.31,34.01,52.0,2547.0,475.0,1417.0,444.0,1.8214,<1H OCEAN
13.122365377402328,-122.2,37.43,22.0,3294.0,744.0,1337.0,655.0,5.2391,NEAR OCEAN
10.976782033219948,-119.74,36.72,25.0,3972.0,842.0,2863.0,729.0,2.1304,INLAND
11.02679245379461,-120.85,37.49,42.0,264.0,72.0,310.0,70.0,1.4063,INLAND
11.562667556865042,-118.2,33.89,37.0,2394.0,568.0,2499.0,551.0,2.5321,<1H OCEAN
13.122365377402328,-117.73,33.49,17.0,2168.0,290.0,654.0,279.0,9.8321,<1H OCEAN
13.122365377402328,-117.25,32.84,19.0,1759.0,214.0,659.0,195.0,10.7751,NEAR OCEAN
12.773373116224143,-118.37,33.82,36.0,2463.0,447.0,1125.0,424.0,6.0176,<1H OCEAN
12.736112488219968,-122.49,37.76,48.0,1351.0,270.0,650.0,265.0,3.5278,NEAR BAY
11.643076149435274,-122.27,37.84,52.0,2436.0,541.0,1015.0,478.0,1.725,NEAR BAY
11.844385159767898,-117.05,32.56,22.0,2172.0,563.0,2049.0,524.0,2.0159,NEAR OCEAN
12.32207632128648,-118.12,33.81,36.0,2565.0,458.0,1155.0,443.0,4.6087,<1H OCEAN
12.174581978438804,-120.85,37.57,27.0,819.0,157.0,451.0,150.0,3.4934,INLAND
11.375959609897071,-121.41,39.04,16.0,1698.0,300.0,731.0,291.0,3.0739,INLAND
12.417953004565673,-121.87,37.67,10.0,4337.0,800.0,1813.0,743.0,5.5,INLAND
11.816726919301892,-119.81,36.83,10.0,5780.0,922.0,2712.0,883.0,5.6445,INLAND
12.399581391714692,-118.15,34.07,40.0,1072.0,204.0,940.0,200.0,3.125,<1H OCEAN
12.331823850835734,-122.02,37.4,33.0,2015.0,484.0,1285.0,419.0,4.0655,<1H OCEAN
12.809295118562131,-122.47,37.74,52.0,3688.0,640.0,1605.0,567.0,4.9537,NEAR BAY
11.334994256477566,-119.27,36.34,7.0,3433.0,626.0,1793.0,626.0,3.5296,INLAND
13.122365377402328,-117.91,33.61,40.0,2790.0,531.0,952.0,424.0,4.8,<1H OCEAN
11.571194373094205,-121.03,37.33,27.0,1333.0,230.0,730.0,229.0,3.06,INLAND
12.64593918035567,-117.66,34.14,8.0,1692.0,253.0,857.0,251.0,6.9418,INLAND
11.49272275765271,-117.84,35.54,11.0,1751.0,316.0,765.0,296.0,5.0762,INLAND
12.267167744889985,-122.17,37.69,24.0,2262.0,391.0,1125.0,366.0,4.7609,NEAR BAY
11.998433280751929,-118.45,34.25,21.0,2143.0,565.0,1803.0,497.0,3.9833,<1H OCEAN
12.519056900844173,-118.01,33.96,36.0,1805.0,288.0,882.0,308.0,5.3054,<1H OCEAN
12.475336132457937,-118.4,34.19,35.0,1631.0,356.0,862.0,368.0,3.6007,<1H OCEAN
13.122365377402328,-118.35,34.11,33.0,7478.0,1678.0,2701.0,1500.0,4.1717,<1H OCEAN
10.969920942840002,-118.99,35.37,38.0,918.0,220.0,743.0,222.0,1.7292,INLAND
12.550016896990087,-118.32,33.88,35.0,1818.0,339.0,828.0,319.0,4.3036,<1H OCEAN
13.00109928991129,-118.33,34.08,50.0,2989.0,832.0,1345.0,775.0,3.2426,<1H OCEAN
13.087150621648584,-117.19,32.69,35.0,2921.0,438.0,1042.0,415.0,6.3612,NEAR OCEAN
12.911148396955392,-122.15,37.42,44.0,3558.0,839.0,1779.0,832.0,3.9243,NEAR BAY
13.122365377402328,-118.46,33.97,18.0,9430.0,2473.0,3408.0,2003.0,6.1726,<1H OCEAN
11.685196685910682,-121.39,38.6,22.0,5773.0,1320.0,2607.0,1250.0,2.5238,INLAND
11.781424718005235,-116.87,33.76,5.0,4116.0,761.0,1714.0,717.0,2.5612,INLAND
12.622807345896568,-116.95,32.77,25.0,3308.0,421.0,1201.0,414.0,6.3191,<1H OCEAN
13.122365377402328,-121.87,37.46,43.0,91.0,12.0,58.0,16.0,15.0001,<1H OCEAN
11.535664951939717,-121.03,37.64,22.0,2001.0,387.0,1520.0,387.0,3.148,INLAND
12.583481155855813,-118.32,33.86,32.0,3485.0,678.0,1715.0,649.0,4.6563,<1H OCEAN
11.894097880509348,-118.05,34.09,23.0,602.0,135.0,409.0,123.0,3.5268,<1H OCEAN
11.32779998084354,-122.28,37.82,52.0,945.0,243.0,576.0,220.0,1.4113,NEAR BAY
12.275132181461668,-117.17,33.18,25.0,596.0,115.0,426.0,137.0,3.0221,<1H OCEAN
11.881726588706801,-118.35,33.94,42.0,1028.0,278.0,1369.0,261.0,3.3125,<1H OCEAN
11.995968707723767,-121.33,38.02,31.0,1466.0,,608.0,254.0,3.1827,INLAND
13.122365377402328,-118.53,34.09,37.0,5477.0,833.0,1925.0,757.0,8.1888,<1H OCEAN
11.57402056433004,-119.45,36.48,38.0,402.0,86.0,311.0,87.0,3.1719,INLAND
11.398636318568101,-118.22,33.91,31.0,571.0,153.0,841.0,158.0,2.6154,<1H OCEAN
12.04001806120009,-121.06,37.86,24.0,1713.0,328.0,1258.0,324.0,2.6830000000000003,INLAND
12.110662460725516,-120.43,34.95,43.0,2020.0,344.0,692.0,310.0,3.6815,<1H OCEAN
12.036469861143994,-118.24,34.12,29.0,2904.0,892.0,3320.0,765.0,2.6111,<1H OCEAN
11.3290026268093,-117.64,35.61,10.0,2656.0,506.0,1349.0,501.0,4.25,INLAND
12.375815420117268,-118.14,34.19,49.0,1678.0,277.0,737.0,287.0,3.7222,INLAND
11.33857207782545,-121.6,39.77,26.0,1503.0,343.0,699.0,296.0,1.875,INLAND
12.788008896754118,-119.27,34.45,15.0,1659.0,274.0,679.0,253.0,5.0,<1H OCEAN
11.555984954430675,-123.4,39.46,10.0,4086.0,831.0,2111.0,758.0,3.2156,<1H OCEAN
12.588951254965542,-121.9,37.16,43.0,1529.0,311.0,570.0,250.0,5.2366,<1H OCEAN
12.323855681186558,-118.17,33.77,25.0,4405.0,1262.0,2178.0,1090.0,3.0503,NEAR OCEAN
13.006728033805404,-118.55,34.26,21.0,4018.0,536.0,1508.0,529.0,8.203,<1H OCEAN
12.194000064295905,-119.28,34.45,36.0,2376.0,541.0,1505.0,547.0,2.4595,<1H OCEAN
11.897507362161969,-121.55,38.51,22.0,2403.0,431.0,1088.0,421.0,3.9,INLAND
12.235145893015881,-121.85,37.36,11.0,2109.0,592.0,2744.0,607.0,4.0452,<1H OCEAN
11.488632772401184,-117.27,34.14,35.0,1517.0,257.0,658.0,245.0,4.4435,INLAND
12.568978139219542,-118.48,33.43,29.0,716.0,214.0,422.0,173.0,2.6042,ISLAND
11.421906066583059,-118.27,33.93,41.0,570.0,135.0,466.0,121.0,2.6458,<1H OCEAN
11.976659481202368,-116.53,33.84,28.0,8399.0,1839.0,3470.0,1340.0,2.5885,INLAND
12.04649057570571,-122.26,38.0,14.0,2338.0,391.0,1003.0,398.0,4.2269,NEAR BAY
12.315375380420624,-119.88,34.43,16.0,2206.0,541.0,1227.0,554.0,3.75,NEAR OCEAN
11.643953727376633,-121.34,38.55,11.0,2838.0,498.0,1701.0,504.0,4.1447,INLAND
11.563618579285746,-121.41,38.69,28.0,1601.0,308.0,848.0,305.0,3.6429,INLAND
12.16629177551833,-118.45,34.19,37.0,1073.0,254.0,739.0,253.0,2.4667,<1H OCEAN
11.119882876860622,-120.58,37.36,33.0,3564.0,716.0,2603.0,696.0,2.2179,INLAND
11.605504646263322,-122.26,38.11,52.0,2573.0,639.0,1238.0,529.0,2.6708,NEAR BAY
12.740810089342478,-118.42,33.93,39.0,2988.0,605.0,1466.0,610.0,4.9286,<1H OCEAN
12.0616247411643,-118.13,34.15,9.0,2099.0,625.0,1252.0,554.0,3.1875,<1H OCEAN
12.15950500971384,-122.07,37.64,25.0,4524.0,860.0,2426.0,862.0,4.7083,NEAR BAY
12.590654542721914,-122.44,37.78,31.0,1364.0,386.0,707.0,379.0,3.1607,NEAR BAY
13.122365377402328,-117.86,33.61,15.0,3191.0,482.0,930.0,447.0,8.6001,<1H OCEAN
12.406970587897064,-118.34,33.89,36.0,2274.0,411.0,1232.0,423.0,5.372999999999999,<1H OCEAN
12.769395838253919,-121.98,37.82,18.0,9117.0,1248.0,3280.0,1167.0,8.003,<1H OCEAN
12.14950229404178,-122.39,37.73,52.0,1070.0,224.0,567.0,207.0,2.8603,NEAR BAY
11.177452728682098,-120.57,40.43,15.0,2045.0,461.0,1121.0,402.0,2.6902,INLAND
11.151955596748616,-118.45,35.58,16.0,5396.0,1182.0,1802.0,807.0,1.8819,INLAND
13.122365377402328,-117.87,33.61,25.0,2267.0,359.0,866.0,348.0,7.79,<1H OCEAN
11.752729457177546,-120.86,37.52,9.0,9885.0,1871.0,5372.0,1843.0,3.4821,INLAND
12.318508074859961,-122.04,37.54,26.0,2145.0,369.0,1285.0,377.0,4.9464,NEAR BAY
13.075900502993989,-118.43,34.05,24.0,3832.0,949.0,1613.0,893.0,3.9673,<1H OCEAN
11.61548205329532,-117.44,33.92,33.0,2433.0,525.0,1466.0,517.0,3.0437,INLAND
12.032314319396708,-117.91,33.84,25.0,1021.0,252.0,975.0,258.0,3.125,<1H OCEAN
13.088392857833176,-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,NEAR BAY
12.120514757168527,-122.76,38.45,8.0,5823.0,1104.0,2864.0,1041.0,3.6292,<1H OCEAN
11.736069016284437,-117.06,32.68,36.0,3815.0,796.0,2945.0,728.0,2.0959,NEAR OCEAN
12.353198710420468,-117.83,33.88,18.0,2112.0,340.0,1048.0,315.0,6.9308,<1H OCEAN
12.10293188661066,-121.44,36.84,7.0,1644.0,338.0,1143.0,331.0,4.005,INLAND
12.50469465802029,-122.1,37.97,18.0,4326.0,655.0,1753.0,646.0,5.6931,NEAR BAY
12.255814737424988,-117.94,34.06,32.0,3418.0,662.0,2003.0,622.0,4.0333,<1H OCEAN
12.705331632924699,-121.91,36.6,35.0,2605.0,410.0,1110.0,406.0,5.5519,NEAR OCEAN
12.759095317995953,-117.05,33.52,5.0,3471.0,530.0,1541.0,502.0,4.8083,<1H OCEAN
11.994734139665727,-123.17,39.15,30.0,1904.0,331.0,816.0,325.0,4.425,<1H OCEAN
12.244331357647264,-118.3,33.89,30.0,2756.0,858.0,1806.0,787.0,3.0329,<1H OCEAN
12.524889946912666,-122.0,37.54,29.0,4133.0,744.0,2023.0,749.0,5.1616,<1H OCEAN
12.924887572838697,-117.81,33.63,17.0,4477.0,610.0,1798.0,612.0,8.1093,<1H OCEAN
12.910901330863958,-122.04,36.98,35.0,2155.0,355.0,866.0,335.0,5.6188,NEAR OCEAN
11.835733339397384,-120.15,39.36,9.0,2254.0,400.0,694.0,243.0,5.6856,INLAND
12.262925457122957,-117.15,32.74,26.0,3149.0,832.0,1320.0,808.0,3.0259,NEAR OCEAN
11.187195324880918,-119.25,36.32,32.0,1821.0,345.0,812.0,299.0,2.75,INLAND
11.659619844121032,-118.26,34.01,47.0,1269.0,323.0,1628.0,325.0,1.5089,<1H OCEAN
12.678573154974497,-121.12,35.58,16.0,4109.0,798.0,1298.0,626.0,3.4799,NEAR OCEAN
11.883799128308773,-120.69,35.65,14.0,3487.0,889.0,2352.0,796.0,1.6303,<1H OCEAN
11.466881526468821,-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,1.7212,<1H OCEAN
13.122365377402328,-118.4,33.87,45.0,2093.0,497.0,842.0,472.0,6.3231,<1H OCEAN
12.345834587905333,-121.23,38.09,23.0,633.0,91.0,236.0,83.0,6.4562,INLAND
13.122365377402328,-117.88,33.6,31.0,5488.0,1055.0,1938.0,964.0,8.8742,<1H OCEAN
11.52879881412652,-121.31,38.01,22.0,2101.0,514.0,1304.0,511.0,2.8348,INLAND
13.030905766915494,-122.25,37.86,52.0,1709.0,318.0,719.0,295.0,5.0463,NEAR BAY
